,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,season
195,D1,12/03/97,Dusseldorf,Freiburg,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
196,D1,12/03/97,Munich 1860,Leverkusen,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,S_1996_1997
197,D1,14/03/97,Duisburg,Karlsruhe,2.0,2.0,D,0.0,2.0,A,,,,,,,,,,,,S_1996_1997
198,D1,14/03/97,St Pauli,Hamburg,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,,S_1996_1997
199,D1,15/03/97,Bayern Munich,Schalke 04,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
200,D1,15/03/97,Freiburg,Munich 1860,2.0,2.0,D,0.0,2.0,A,,,,,,,,,,,,S_1996_1997
201,D1,15/03/97,Hansa Rostock,Dusseldorf,3.0,1.0,H,3.0,1.0,H,,,,,,,,,,,,S_1996_1997
202,D1,15/03/97,Leverkusen,Bielefeld,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
203,D1,15/03/97,M'gladbach,FC Koln,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
204,D1,15/03/97,Stuttgart,Dortmund,4.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,S_1996_1997
205,D1,16/03/97,Bochum,Werder Bremen,3.0,2.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
206,D1,21/03/97,Dusseldorf,Stuttgart,0.0,4.0,A,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
